BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,CurrentFloor,TotalFloors,Year
2,12000,550,1,1762,4,2,1,1,0,2.0,3.0,2022
2,12000,800,2,522,4,2,1,1,2,1.0,2.0,2022
2,9000,1000,2,52,4,0,1,2,2,2.0,3.0,2022
1,5000,400,1,1887,4,1,0,1,2,0.0,5.0,2022
1,6000,300,1,1528,4,2,1,1,0,1.0,2.0,2022
2,5500,450,1,314,4,2,1,1,2,1.0,1.0,2022
2,5500,450,1,314,4,2,1,1,2,1.0,2.0,2022
2,8500,1100,1,1364,4,2,1,2,2,0.0,1.0,2022
1,5000,450,2,105,4,2,1,1,2,2.0,2.0,2022
2,23000,1100,1,1760,4,2,0,2,2,0.0,2.0,2022
2,5500,650,1,260,4,2,1,1,2,2.0,2.0,2022
2,8500,780,1,51,4,2,0,1,2,0.0,2.0,2022
3,22000,1100,2,1760,4,1,1,2,2,0.0,2.0,2022
1,5500,800,2,239,4,2,1,1,2,2.0,3.0,2022
1,7000,500,2,1662,4,1,1,2,0,0.0,2.0,2022
1,5000,400,1,744,4,2,0,1,2,3.0,5.0,2022
1,5000,450,1,232,4,2,1,1,2,1.0,1.0,2022
2,6500,550,2,900,4,2,1,1,0,0.0,1.0,2022
2,8000,600,1,13,4,2,1,1,2,1.0,2.0,2022
1,5500,200,2,858,4,2,1,1,2,1.0,3.0,2022
2,6000,500,1,1578,4,1,1,1,2,1.0,2.0,2022
1,5500,450,1,894,4,2,0,1,2,0.0,3.0,2022
2,10000,1050,2,199,4,2,1,2,2,0.0,1.0,2022
3,10000,1000,1,231,4,2,0,2,2,2.0,5.0,2022
2,10000,1200,2,1884,4,1,1,2,2,0.0,3.0,2022
3,12000,1100,2,821,4,1,2,2,2,1.0,1.0,2022
1,5200,220,2,1400,4,2,1,1,2,0.0,2.0,2022
1,4000,350,2,260,4,2,1,1,2,1.0,1.0,2022
3,30000,1100,1,572,4,2,0,1,2,0.0,3.0,2022
2,5146,800,2,1884,4,2,1,1,2,0.0,2.0,2022
2,12000,950,2,1797,4,2,1,1,2,0.0,2.0,2022
3,7000,1200,2,744,4,2,1,1,2,0.0,3.0,2022
2,8500,700,2,260,4,1,1,1,2,0.0,2.0,2022
1,7000,500,2,19,4,2,1,1,2,1.0,3.0,2022
2,9500,570,2,484,4,2,1,1,2,0.0,3.0,2022
2,8000,650,2,196,4,2,1,1,2,2.0,3.0,2022
3,15000,1200,2,2009,4,2,1,3,2,1.0,2.0,2022
5,22500,960,2,964,4,2,1,2,2,0.0,1.0,2022
2,12500,1250,2,1631,4,1,1,2,2,1.0,2.0,2022
3,34000,120,2,349,4,0,1,2,2,2.0,5.0,2022
3,14000,950,1,900,4,1,1,2,2,1.0,2.0,2022
1,9500,600,1,1762,4,2,1,1,0,1.0,2.0,2022
2,7000,750,2,251,4,2,1,1,2,2.0,2.0,2022
3,20000,1200,2,231,4,2,1,2,2,3.0,3.0,2022
1,6500,400,1,1762,4,1,1,1,0,0.0,2.0,2022
1,7500,600,1,610,4,0,1,1,2,0.0,2.0,2022
2,6500,700,2,522,4,2,1,1,2,0.0,2.0,2022
2,9500,850,2,197,4,1,1,1,2,0.0,3.0,2022
1,1800,500,2,1855,4,1,1,1,2,0.0,1.0,2022
2,7500,650,1,196,4,2,1,1,2,0.0,2.0,2022
2,10000,800,2,231,4,1,1,2,2,0.0,3.0,2022
3,15000,830,2,522,4,2,1,2,2,3.0,4.0,2022
2,7000,600,2,991,4,2,0,1,0,0.0,2.0,2022
2,6000,800,2,377,4,2,1,1,2,1.0,2.0,2022
2,14000,1200,2,1756,4,1,2,2,2,0.0,1.0,2022
2,22000,1000,2,854,4,0,1,2,2,0.0,2.0,2022
2,18000,750,1,1759,4,2,1,2,0,0.0,2.0,2022
2,10000,800,1,611,4,2,0,2,2,0.0,3.0,2022
2,6000,1200,2,1150,4,2,1,2,2,0.0,3.0,2022
2,10000,750,1,1059,4,2,1,1,2,4.0,4.0,2022
3,10000,1500,2,1780,4,1,1,2,2,11.0,19.0,2022
1,5000,300,2,1415,4,2,1,1,2,1.0,3.0,2022
3,10000,800,1,140,4,2,0,1,2,0.0,2.0,2022
2,7000,450,2,522,4,2,1,2,2,0.0,2.0,2022
4,10000,1200,2,1330,4,0,1,2,2,5.0,10.0,2022
2,6000,500,2,755,4,1,1,2,2,11.0,14.0,2022
2,18000,900,1,611,4,1,1,2,2,0.0,1.0,2022
2,8000,460,1,1179,4,2,0,1,2,0.0,2.0,2022
2,8000,530,2,196,4,1,2,1,2,2.0,3.0,2022
2,13000,650,1,1084,4,1,1,2,2,0.0,4.0,2022
2,20000,700,1,1760,4,1,0,2,2,0.0,1.0,2022
2,6000,400,2,200,4,2,1,1,2,2.0,3.0,2022
2,12000,1000,2,1529,4,2,1,2,2,0.0,2.0,2022
1,10000,400,1,1390,4,1,0,1,2,0.0,2.0,2022
2,14000,700,1,1780,4,2,0,2,2,0.0,3.0,2022
2,10000,850,1,236,4,1,0,2,2,1.0,4.0,2022
2,10500,558,1,2009,4,2,1,2,0,3.0,3.0,2022
2,6000,800,2,1975,4,2,1,1,2,3.0,4.0,2022
2,12000,900,1,232,4,2,1,2,2,1.0,2.0,2022
3,14000,1600,2,1658,4,0,1,2,2,1.0,3.0,2022
1,3700,150,1,1084,4,2,0,1,2,1.0,5.0,2022
3,40000,1600,1,1760,4,2,0,2,0,0.0,3.0,2022
3,25000,1000,2,1664,4,2,1,1,2,2.0,4.0,2022
1,2200,700,2,236,4,2,1,1,2,1.0,3.0,2022
1,3300,175,2,1400,4,2,1,1,2,0.0,2.0,2022
1,5000,450,2,1875,4,1,1,1,2,0.0,1.0,2022
3,60000,1700,1,1758,4,1,0,3,0,1.0,3.0,2022
2,6000,425,1,1406,4,2,1,1,2,2.0,3.0,2022
3,7000,900,2,1260,4,1,1,3,2,1.0,2.0,2022
1,5000,400,1,991,4,2,1,1,0,4.0,4.0,2022
2,11000,600,2,266,4,2,1,1,0,0.0,2.0,2022
2,10000,721,2,264,4,0,1,2,2,3.0,4.0,2022
3,22000,1150,1,1760,4,2,1,2,0,1.0,2.0,2022
3,65000,2210,1,2068,4,2,1,3,2,0.0,2.0,2022
2,7500,675,2,522,4,2,1,1,2,0.0,2.0,2022
2,45000,1320,2,213,4,0,1,2,2,-1.0,2.0,2022
1,5000,250,1,1762,4,2,1,1,0,0.0,2.0,2022
2,12000,720,2,1855,4,2,0,2,2,0.0,1.0,2022
5,25000,1880,1,464,4,2,0,2,2,2.0,2.0,2022
3,18000,850,1,1769,4,1,1,3,2,1.0,1.0,2022
2,25000,1050,1,1736,4,2,1,2,2,1.0,1.0,2022
1,25000,320,2,1819,5,1,1,1,2,2.0,7.0,2022
2,70000,750,1,1777,5,0,1,2,0,4.0,10.0,2022
1,45000,450,1,1703,5,0,1,1,0,7.0,10.0,2022
3,75000,1100,1,1725,5,2,2,3,0,2.0,13.0,2022
1,14000,640,2,1267,5,0,1,1,2,6.0,7.0,2022
1,60000,650,2,1858,5,2,0,1,0,4.0,7.0,2022
2,160000,800,1,2208,5,2,1,2,2,14.0,14.0,2022
4,300000,1600,1,2019,5,1,1,5,0,43.0,78.0,2022
1,22000,460,2,1868,5,2,1,1,2,2.0,8.0,2022
4,130000,1650,1,55,5,1,1,4,0,13.0,18.0,2022
1,33000,480,1,1872,5,1,0,2,0,2.0,4.0,2022
1,32000,500,1,1868,5,0,0,2,0,1.0,4.0,2022
1,30000,490,1,1870,5,1,0,2,0,2.0,4.0,2022
1,49000,620,2,1741,5,0,1,1,2,2.0,3.0,2022
2,28000,518,1,287,5,1,1,2,2,5.0,12.0,2022
2,33500,700,1,2161,5,1,1,2,0,4.0,7.0,2022
2,85000,777,1,730,5,1,1,2,0,18.0,24.0,2022
2,35000,650,1,383,5,2,2,2,0,6.0,7.0,2022
3,270000,1800,1,225,5,1,1,4,0,3.0,7.0,2022
5,400000,2308,1,1710,5,0,2,5,0,17.0,31.0,2022
1,21000,425,1,640,5,2,1,2,0,11.0,21.0,2022
2,150000,890,1,437,5,2,0,2,2,7.0,19.0,2022
1,22000,270,2,1171,5,2,1,1,2,14.0,23.0,2022
2,100000,850,1,1548,5,1,0,2,0,4.0,7.0,2022
2,60000,888,1,1831,5,1,1,2,0,9.0,20.0,2022
2,8000,650,1,1332,5,1,2,2,0,-1.0,9.0,2022
1,20000,275,1,2147,5,2,0,1,0,19.0,24.0,2022
2,20000,700,1,1197,5,1,2,2,0,3.0,21.0,2022
1,25000,375,2,1094,5,2,1,1,2,1.0,22.0,2022
1,14000,424,2,1181,5,1,1,1,2,3.0,7.0,2022
1,19411,400,2,651,5,0,1,2,2,8.0,8.0,2022
1,23000,450,1,487,5,0,1,1,0,6.0,12.0,2022
4,190000,2079,1,320,5,1,1,5,0,4.0,58.0,2022
2,32000,586,2,566,5,1,1,1,2,0.0,4.0,2022
2,68000,610,1,2219,5,0,1,2,2,1.0,5.0,2022
1,30000,488,1,1066,5,1,1,2,2,-1.0,16.0,2022
3,110000,1200,1,1112,5,1,1,3,0,60.0,66.0,2022
2,44000,722,1,1838,5,1,1,2,0,34.0,48.0,2022
1,20000,450,1,645,5,2,1,1,0,5.0,8.0,2022
1,25000,500,2,629,5,1,1,2,2,2.0,8.0,2022
2,40000,680,1,1312,5,0,0,2,0,5.0,14.0,2022
2,43000,1150,1,1279,5,2,1,2,0,14.0,40.0,2022
2,44000,830,1,1783,5,0,0,2,0,2.0,2.0,2022
1,75000,550,1,225,5,0,1,1,0,5.0,7.0,2022
1,32000,470,1,357,5,1,2,2,0,6.0,7.0,2022
1,16000,410,1,1266,5,1,2,2,0,9.0,22.0,2022
2,65000,710,1,55,5,1,1,2,0,11.0,14.0,2022
2,45000,750,1,55,5,1,1,2,0,12.0,18.0,2022
2,57000,800,1,388,5,2,1,2,0,6.0,7.0,2022
1,27000,435,1,579,5,2,1,2,0,3.0,7.0,2022
1,57000,500,1,1122,5,1,1,1,0,26.0,44.0,2022
2,55000,800,1,568,5,0,1,2,0,1.0,8.0,2022
1,40000,540,1,2102,5,1,2,2,0,2.0,4.0,2022
2,95000,1050,1,1123,5,2,1,2,0,25.0,42.0,2022
2,85000,700,1,1122,5,1,1,2,0,25.0,41.0,2022
4,300000,1600,1,2019,5,1,1,4,0,53.0,78.0,2022
2,80000,600,1,334,5,0,1,1,0,2.0,5.0,2022
1,13000,300,2,1182,5,2,1,2,2,0.0,7.0,2022
1,28000,550,1,92,5,2,0,2,2,3.0,4.0,2022
3,89000,932,1,1547,5,1,1,3,0,14.0,20.0,2022
1,28000,450,1,497,5,2,1,2,0,13.0,20.0,2022
2,13000,600,1,1267,5,2,1,2,2,2.0,4.0,2022
1,24000,424,1,1815,5,2,1,2,0,16.0,23.0,2022
2,38000,560,1,114,5,0,0,2,2,0.0,3.0,2022
1,32000,450,1,651,5,2,0,2,0,10.0,18.0,2022
4,350000,3000,1,1127,5,1,1,5,0,39.0,60.0,2022
1,40000,600,1,1130,5,0,2,2,0,3.0,7.0,2022
3,150000,1400,1,2171,5,0,0,3,0,16.0,21.0,2022
2,45000,630,1,949,5,2,0,2,0,10.0,32.0,2022
3,170000,1400,1,1000,5,2,1,3,0,4.0,8.0,2022
1,30000,320,2,2147,5,0,2,1,2,12.0,24.0,2022
2,210000,1000,1,225,5,2,0,2,0,4.0,8.0,2022
3,75000,1150,1,936,5,2,1,3,0,32.0,41.0,2022
2,47000,751,1,920,5,1,2,2,0,3.0,30.0,2022
2,14000,570,1,903,5,0,2,2,0,4.0,7.0,2022
2,55000,696,1,379,5,1,1,2,0,13.0,21.0,2022
4,120000,1600,1,110,5,2,2,4,0,9.0,29.0,2022
3,300000,2500,1,785,5,1,0,3,0,47.0,89.0,2022
3,70000,1150,1,936,5,2,1,3,0,7.0,41.0,2022
3,150000,1500,1,72,5,1,1,4,0,7.0,10.0,2022
3,62000,950,1,281,5,0,1,3,0,6.0,7.0,2022
2,42000,750,1,1593,5,2,0,2,0,11.0,21.0,2022
2,130000,715,1,225,5,0,1,2,0,5.0,10.0,2022
3,170000,1337,1,1426,5,0,1,3,0,28.0,30.0,2022
3,20000,737,1,556,5,1,0,3,0,13.0,15.0,2022
2,41000,750,1,1593,5,2,0,2,0,6.0,21.0,2022
2,65000,760,1,1548,5,1,1,2,0,4.0,7.0,2022
2,50000,750,1,664,5,1,1,2,0,8.0,16.0,2022
2,85000,650,1,334,5,1,0,2,0,2.0,6.0,2022
2,50000,1000,2,628,5,1,1,2,2,4.0,7.0,2022
1,30000,570,1,1063,5,2,1,1,2,0.0,3.0,2022
2,120000,900,1,253,5,1,2,2,0,5.0,19.0,2022
2,60000,760,1,1024,5,2,2,2,0,3.0,11.0,2022
3,110000,1500,1,1121,5,2,1,4,0,17.0,42.0,2022
3,84500,1150,1,389,5,2,2,3,0,10.0,12.0,2022
3,80000,1100,1,681,5,1,2,3,0,8.0,28.0,2022
3,50000,1000,1,713,5,0,1,3,0,9.0,15.0,2022
2,40000,720,1,2217,5,2,0,2,0,14.0,22.0,2022
1,34000,365,1,1181,5,0,2,1,0,18.0,40.0,2022
4,220000,2000,1,869,5,0,1,4,0,9.0,17.0,2022
1,25000,400,1,1265,5,2,1,1,0,2.0,13.0,2022
3,150000,1330,1,1423,5,1,1,4,0,12.0,45.0,2022
3,85000,850,1,1430,5,1,2,3,0,25.0,35.0,2022
4,180000,2000,1,2079,5,0,1,5,0,4.0,14.0,2022
2,40000,700,1,1835,5,1,1,2,0,2.0,6.0,2022
2,50000,900,1,1455,5,1,0,2,0,7.0,15.0,2022
2,38000,650,1,1408,5,0,2,2,0,10.0,16.0,2022
4,310000,2600,1,1130,5,2,2,4,0,-1.0,20.0,2022
2,50000,680,1,388,5,2,1,2,0,5.0,14.0,2022
3,65000,950,1,1999,5,1,1,3,0,-1.0,9.0,2022
4,210000,1783,1,588,5,1,1,3,2,5.0,20.0,2022
3,150000,1330,1,1110,5,2,1,3,0,-1.0,40.0,2022
1,32000,565,2,1082,5,2,1,2,2,1.0,8.0,2022
1,26000,450,1,912,5,2,1,1,0,4.0,8.0,2022
2,60000,710,1,282,5,1,1,2,0,5.0,18.0,2022
3,190000,1514,1,320,5,1,1,4,0,34.0,58.0,2022
3,100000,1080,1,1777,5,2,1,3,0,5.0,8.0,2022
2,35000,700,1,1141,5,2,2,2,0,5.0,8.0,2022
3,68000,890,1,939,5,2,1,2,0,11.0,19.0,2022
3,150000,1250,1,225,5,1,1,3,0,5.0,8.0,2022
1,18000,300,2,2103,5,1,1,1,2,4.0,6.0,2022
2,55000,720,1,490,5,2,1,2,0,5.0,7.0,2022
3,65000,825,1,1130,5,0,2,3,0,20.0,22.0,2022
2,80000,500,1,2102,5,0,1,2,2,1.0,5.0,2022
2,53000,750,1,1083,5,1,1,2,0,12.0,19.0,2022
2,80000,750,1,225,5,1,1,2,0,15.0,18.0,2022
1,18000,360,1,117,5,0,1,1,0,3.0,7.0,2022
4,250000,1545,1,2019,5,1,2,5,0,65.0,78.0,2022
1,17500,400,1,570,5,2,1,1,0,4.0,4.0,2022
3,43000,750,1,1168,5,2,2,2,0,6.0,16.0,2022
1,13500,432,1,727,5,2,2,2,0,5.0,8.0,2022
2,18000,780,1,1198,5,2,2,2,0,17.0,22.0,2022
2,75000,695,1,225,5,1,1,1,0,4.0,7.0,2022
1,18000,375,1,1554,5,2,1,1,0,6.0,24.0,2022
3,160000,1095,1,1125,5,1,1,3,0,40.0,75.0,2022
1,32000,475,1,1853,5,1,2,2,0,4.0,4.0,2022
2,55000,790,1,2090,5,2,1,2,0,9.0,15.0,2022
2,47000,661,1,1712,5,1,1,2,0,19.0,38.0,2022
2,35000,700,1,569,5,1,1,2,0,5.0,7.0,2022
1,15000,420,1,456,5,1,2,1,0,6.0,7.0,2022
2,50000,750,1,439,5,2,1,2,0,5.0,7.0,2022
2,25500,950,2,485,5,1,1,3,2,0.0,4.0,2022
5,350000,1880,1,1710,5,0,2,5,0,15.0,31.0,2022
3,55000,1350,1,554,5,0,1,3,0,11.0,28.0,2022
1,25000,330,2,1248,5,1,2,1,2,4.0,6.0,2022
2,50000,750,1,1729,5,2,1,2,0,8.0,16.0,2022
2,65000,925,1,1138,5,0,1,3,0,10.0,22.0,2022
3,50000,1150,1,270,5,1,2,3,0,17.0,24.0,2022
3,65000,1105,1,723,5,2,1,3,0,15.0,19.0,2022
3,160000,1050,1,999,5,0,0,3,0,9.0,10.0,2022
1,25000,410,1,585,5,1,0,1,0,4.0,8.0,2022
1,32000,460,1,388,5,2,1,2,0,7.0,12.0,2022
1,21000,600,2,1670,5,1,1,1,2,2.0,2.0,2022
1,20000,570,2,1105,5,0,1,2,2,6.0,7.0,2022
2,55000,720,1,389,5,0,1,2,0,8.0,20.0,2022
1,32000,500,1,413,5,1,0,2,2,4.0,4.0,2022
4,150000,1460,1,796,5,1,1,4,0,11.0,13.0,2022
1,30000,415,1,554,5,2,0,2,0,5.0,8.0,2022
3,150000,1400,1,225,5,1,1,3,0,6.0,12.0,2022
1,27000,270,1,1298,5,2,1,1,0,1.0,4.0,2022
2,47000,585,1,646,5,1,1,2,0,7.0,8.0,2022
4,150000,1755,1,553,5,2,2,4,0,9.0,19.0,2022
1,27000,550,1,329,5,0,2,2,2,4.0,7.0,2022
3,160000,1300,1,1124,5,1,1,4,0,37.0,51.0,2022
2,100000,1200,2,1287,5,0,1,2,0,6.0,11.0,2022
2,45002,600,1,1618,5,1,1,2,0,9.0,17.0,2022
2,48000,700,1,1928,5,1,1,2,0,8.0,15.0,2022
1,18000,385,1,608,5,2,1,1,0,11.0,20.0,2022
1,7500,500,1,1935,5,1,0,1,2,2.0,2.0,2022
2,50000,850,1,578,5,1,1,2,0,10.0,23.0,2022
3,55000,900,1,403,5,1,2,2,0,-1.0,10.0,2022
1,26000,400,1,489,5,2,1,1,0,4.0,7.0,2022
2,17000,600,1,440,5,2,0,2,2,7.0,23.0,2022
2,40000,750,1,2062,5,1,2,2,0,5.0,8.0,2022
2,43000,628,1,114,5,2,1,2,0,4.0,11.0,2022
3,140000,1330,1,1111,5,2,0,4,0,17.0,43.0,2022
3,140000,1064,1,1719,5,2,1,3,0,7.0,22.0,2022
3,120000,1200,1,1909,5,0,2,3,0,14.0,18.0,2022
4,400000,2200,1,868,5,0,1,4,0,6.0,10.0,2022
2,21000,630,1,275,5,1,2,2,0,8.0,12.0,2022
2,40000,650,1,1862,5,2,1,2,0,3.0,7.0,2022
2,40000,845,2,2098,5,0,1,2,2,7.0,8.0,2022
3,230000,1915,2,150,5,1,1,3,0,3.0,18.0,2022
2,20000,900,2,1267,5,1,1,2,2,7.0,7.0,2022
2,60000,807,1,164,5,2,0,2,0,14.0,58.0,2022
2,35000,1100,2,1295,5,1,1,2,2,0.0,3.0,2022
3,300000,1600,2,362,5,1,1,5,2,18.0,23.0,2022
2,6500,790,2,469,5,2,1,2,2,3.0,7.0,2022
1,15000,380,1,2225,5,2,1,1,2,19.0,19.0,2022
2,38000,650,1,49,5,2,2,2,0,4.0,10.0,2022
2,35000,800,1,328,5,1,2,2,0,9.0,20.0,2022
2,32000,830,2,287,5,1,1,2,2,13.0,14.0,2022
1,16000,410,1,1196,5,2,0,1,2,0.0,4.0,2022
1,33000,428,1,436,5,1,1,2,0,7.0,11.0,2022
1,8500,550,2,1981,5,1,1,1,2,3.0,5.0,2022
2,60000,630,1,357,5,2,0,2,0,11.0,22.0,2022
1,20000,550,2,1684,5,2,0,2,2,5.0,7.0,2022
1,38000,450,1,872,5,2,1,2,0,4.0,8.0,2022
2,100000,750,1,1120,5,2,1,2,0,-1.0,30.0,2022
2,65000,800,1,888,5,1,1,2,0,12.0,14.0,2022
3,80000,1050,1,682,5,0,2,3,0,16.0,31.0,2022
2,85000,850,1,225,5,0,0,2,0,1.0,8.0,2022
4,600000,2500,1,1285,5,1,1,4,0,12.0,13.0,2022
3,150000,2000,1,1786,5,0,1,3,0,6.0,7.0,2022
3,130000,1330,1,1423,5,1,1,4,0,11.0,51.0,2022
3,55000,950,1,1905,5,2,1,3,0,2.0,12.0,2022
1,23000,435,1,947,5,1,0,2,0,9.0,22.0,2022
3,95000,1300,1,288,5,1,0,4,0,8.0,16.0,2022
2,40000,650,2,115,5,2,1,2,2,0.0,4.0,2022
3,180000,1550,1,1133,5,1,1,3,0,22.0,24.0,2022
1,25000,380,1,798,5,1,1,1,0,3.0,4.0,2022
4,140000,1454,1,358,5,2,1,4,0,7.0,14.0,2022
2,55000,860,1,879,5,1,2,2,0,9.0,20.0,2022
2,46000,680,1,2011,5,1,1,2,0,4.0,7.0,2022
1,22000,433,1,720,5,2,0,2,0,2.0,7.0,2022
2,55100,710,1,1831,5,1,1,2,0,10.0,22.0,2022
2,65000,700,1,1170,5,0,0,2,0,5.0,7.0,2022
1,33000,550,1,1933,5,2,1,1,0,0.0,4.0,2022
4,320000,2700,1,225,5,1,1,5,0,10.0,12.0,2022
1,33000,350,2,115,5,2,1,1,2,0.0,5.0,2022
1,25000,490,2,285,5,1,1,1,2,7.0,8.0,2022
3,300000,1225,1,1286,5,0,1,3,0,5.0,13.0,2022
3,100000,1286,1,1113,5,2,1,5,0,7.0,21.0,2022
1,33000,425,1,428,5,2,1,2,0,5.0,7.0,2022
2,35000,550,1,14,5,1,0,2,0,7.0,7.0,2022
3,130000,1224,1,1298,5,2,2,3,0,14.0,21.0,2022
3,80000,950,1,344,5,2,1,3,0,17.0,25.0,2022
1,10000,425,1,1403,5,1,0,2,2,9.0,14.0,2022
3,92500,1000,1,1715,5,0,1,3,0,6.0,7.0,2022
2,57000,710,1,55,5,1,1,2,0,15.0,18.0,2022
3,170000,1300,1,225,5,1,1,3,0,5.0,8.0,2022
1,29999,433,1,79,5,1,1,2,0,8.0,20.0,2022
2,42000,650,1,1005,5,0,0,2,0,8.0,15.0,2022
3,330000,1650,1,2167,5,0,0,4,0,8.0,27.0,2022
2,24000,600,2,1297,5,1,1,1,2,1.0,5.0,2022
2,35000,850,2,1182,5,1,2,2,2,3.0,6.0,2022
1,14000,305,1,947,5,2,0,1,0,6.0,24.0,2022
2,45000,490,1,598,5,0,1,2,0,2.0,3.0,2022
2,36000,690,1,1297,5,1,0,2,0,4.0,8.0,2022
2,53500,635,1,1327,5,2,1,2,0,17.0,20.0,2022
3,80000,1100,1,1326,5,0,1,2,0,18.0,22.0,2022
1,7500,250,2,406,5,2,1,1,2,1.0,7.0,2022
3,140000,1200,1,2148,5,0,1,3,0,9.0,30.0,2022
2,95000,750,1,1586,5,2,0,2,0,2.0,7.0,2022
3,130000,1100,1,1000,5,0,1,3,0,3.0,8.0,2022
2,45000,700,1,311,5,1,1,2,0,4.0,7.0,2022
2,110000,1150,1,808,5,2,1,2,0,11.0,26.0,2022
3,120000,1379,1,1496,5,2,1,3,0,17.0,27.0,2022
1,60000,500,1,2049,5,0,1,1,0,9.0,10.0,2022
3,120000,1400,2,166,5,2,1,3,0,10.0,32.0,2022
1,40000,390,1,1492,5,2,1,1,0,4.0,12.0,2022
2,50000,935,2,115,5,0,1,2,2,2.0,6.0,2022
2,36000,535,1,629,5,2,1,2,0,12.0,16.0,2022
3,150000,1250,1,225,5,1,1,3,0,6.0,12.0,2022
4,230000,3700,1,1088,5,0,1,4,0,5.0,20.0,2022
1,25000,350,1,1133,5,2,0,2,0,10.0,24.0,2022
3,190000,1350,1,1118,5,1,2,4,0,65.0,76.0,2022
3,61000,1550,1,1132,5,1,1,3,2,5.0,20.0,2022
3,70000,1100,1,1020,5,0,1,3,0,7.0,10.0,2022
3,42000,950,1,1295,5,2,1,3,0,5.0,7.0,2022
1,27000,400,1,655,5,2,1,1,0,1.0,7.0,2022
2,60000,700,1,798,5,0,0,2,0,3.0,4.0,2022
3,85000,850,2,1869,5,0,1,2,2,3.0,4.0,2022
2,75000,900,1,1229,5,0,1,2,0,7.0,9.0,2022
3,200000,1208,1,1000,5,2,0,3,0,5.0,14.0,2022
3,170000,1150,1,225,5,1,1,3,0,8.0,12.0,2022
3,180000,1600,1,803,5,1,1,4,0,17.0,60.0,2022
2,55000,700,1,1841,5,0,1,2,0,10.0,11.0,2022
5,600000,3200,1,224,5,1,1,5,0,10.0,16.0,2022
1,18000,330,2,128,5,2,1,1,2,20.0,22.0,2022
1,19000,225,2,2147,5,2,1,1,2,18.0,25.0,2022
3,150000,1050,1,815,5,0,1,3,0,5.0,7.0,2022
1,18500,225,1,1133,5,1,0,1,0,4.0,7.0,2022
1,35000,463,1,1651,5,0,1,2,0,5.0,7.0,2022
4,200000,1900,1,488,5,0,1,3,0,5.0,11.0,2022
2,150000,1500,2,47,5,0,1,4,2,15.0,17.0,2022
2,70000,1000,1,1086,5,1,1,2,0,15.0,23.0,2022
1,35000,450,1,329,5,1,0,2,0,6.0,10.0,2022
2,45000,700,1,651,5,2,0,2,2,5.0,17.0,2022
1,30000,355,1,389,5,2,1,1,2,2.0,7.0,2022
3,50000,1325,1,366,5,0,1,3,0,3.0,28.0,2022
2,50000,950,2,628,5,0,1,2,2,4.0,8.0,2022
1,42000,600,2,2031,5,1,1,1,2,5.0,24.0,2022
2,19500,905,1,1361,5,1,1,2,2,16.0,32.0,2022
3,90000,1500,1,2136,5,0,1,3,0,6.0,10.0,2022
1,60000,455,1,1918,5,2,1,1,0,18.0,22.0,2022
2,55000,850,1,1171,5,1,0,2,0,3.0,3.0,2022
3,40000,1100,2,765,5,2,2,2,2,21.0,22.0,2022
1,40000,430,1,1870,5,2,1,2,0,4.0,8.0,2022
2,36000,650,1,990,5,1,1,2,0,10.0,12.0,2022
2,45000,795,1,1711,5,2,1,2,0,7.0,13.0,2022
2,100000,800,1,225,5,0,1,2,0,9.0,12.0,2022
1,42000,700,2,1109,5,0,1,1,0,15.0,32.0,2022
1,45000,450,1,1130,5,0,2,2,0,5.0,7.0,2022
2,40000,575,1,1930,5,1,1,2,0,4.0,7.0,2022
2,50000,650,1,1171,5,0,0,3,0,0.0,3.0,2022
1,11000,200,2,1495,5,0,1,1,2,4.0,4.0,2022
2,50000,1200,2,114,5,1,1,2,2,2.0,4.0,2022
1,34000,656,2,388,5,2,1,2,2,16.0,23.0,2022
3,93000,1600,1,635,5,1,2,3,0,18.0,27.0,2022
3,69999,950,1,389,5,2,2,3,0,7.0,12.0,2022
2,48000,719,1,1613,5,1,2,2,0,14.0,20.0,2022
3,55000,1100,1,1752,5,2,0,3,0,15.0,16.0,2022
4,1000000,3064,1,1611,5,1,2,4,0,18.0,45.0,2022
2,40000,650,1,1718,5,1,1,2,0,15.0,15.0,2022
3,130000,1450,1,1776,5,1,1,5,0,9.0,10.0,2022
2,75000,720,1,2093,5,1,1,2,0,6.0,14.0,2022
2,23000,670,2,287,5,1,1,2,2,1.0,20.0,2022
3,200000,1350,1,2164,5,0,0,3,0,1.0,5.0,2022
3,55000,925,1,1713,5,2,0,2,0,16.0,36.0,2022
4,80000,1450,1,273,5,2,1,4,0,30.0,44.0,2022
3,220000,1550,1,733,5,0,1,3,0,30.0,37.0,2022
1,40000,420,1,388,5,1,2,2,0,5.0,7.0,2022
2,35000,650,1,1677,5,2,1,2,0,5.0,8.0,2022
2,33003,700,1,457,5,0,2,2,0,3.0,7.0,2022
5,450000,3400,1,225,5,1,1,5,0,2.0,5.0,2022
2,65000,935,2,2189,5,1,1,2,2,2.0,4.0,2022
2,45000,980,1,37,5,1,1,2,2,0.0,5.0,2022
4,280000,2800,1,815,5,0,2,4,0,2.0,9.0,2022
2,55000,700,1,115,5,0,0,3,0,4.0,6.0,2022
2,56000,720,1,1831,5,1,1,2,0,12.0,22.0,2022
2,55000,750,1,1776,5,1,0,2,0,1.0,7.0,2022
2,28000,700,1,2036,5,0,1,2,0,4.0,12.0,2022
